sample_index,time_s,label,fault_detail,aceleracao_x_mancal_a,aceleracao_y_mancal_a,aceleracao_x_mancal_b,aceleracao_y_mancal_b,temperatura_mancal_a,temperatura_mancal_b,corrente_fase_u,corrente_fase_v,corrente_fase_w
964,0.03766790875285661,desgaste_rolamento,BPFI_03,421,4296,-2841,-2140,28584,30265,-8350,24942,-16438
965,0.03770697125285661,desgaste_rolamento,BPFI_03,-2566,3735,2871,3345,28584,30265,-6853,23489,-16454
966,0.03774603375285661,desgaste_rolamento,BPFI_03,-2718,432,5282,3361,28584,30265,-7284,22282,-14484
967,0.03778509625285661,desgaste_rolamento,BPFI_03,-3116,19,5316,-2729,28584,30265,-7052,21038,-13477
968,0.03782415875285661,desgaste_rolamento,BPFI_03,-7268,-1070,9232,-4570,28584,30265,-5939,20523,-14214
969,0.037863221252856606,desgaste_rolamento,BPFI_03,-2436,-2934,8049,-2878,28584,30265,-5520,21595,-15871
970,0.03790228375285661,desgaste_rolamento,BPFI_03,2888,-2764,1836,651,28584,30265,-6168,22433,-15972
971,0.03794134625285661,desgaste_rolamento,BPFI_03,377,888,2025,7974,28584,30265,-6959,23258,-15917
972,0.03798040875285661,desgaste_rolamento,BPFI_03,1640,1302,-4663,10453,28584,30265,-7009,23747,-17672
973,0.03801947125285661,desgaste_rolamento,BPFI_03,6632,413,-11898,6706,28584,30265,-5582,22982,-18113
974,0.03805853375285661,desgaste_rolamento,BPFI_03,1651,1089,-11765,1179,28584,30265,-4491,21785,-17379
975,0.03809759625285661,desgaste_rolamento,BPFI_03,-388,1783,-10699,-1723,28584,30265,-4848,21052,-15979
976,0.03813665875285661,desgaste_rolamento,BPFI_03,1995,-92,-9454,-3629,28584,30265,-4171,20105,-15539
977,0.038175721252856606,desgaste_rolamento,BPFI_03,-184,663,-3785,-404,28584,30265,-3152,20140,-16634
978,0.038214783752856606,desgaste_rolamento,BPFI_03,-4096,1040,4278,-3465,28584,30265,-2812,21494,-18506
979,0.03825384625285661,desgaste_rolamento,BPFI_03,-4208,563,7861,-2369,28584,30265,-4157,22230,-17030
980,0.03829290875285661,desgaste_rolamento,BPFI_03,-2570,-1555,9482,1875,28584,30265,-4881,23364,-17665
981,0.03833197125285661,desgaste_rolamento,BPFI_03,-3908,-2032,10868,-2637,28584,30265,-3662,22937,-19043
982,0.03837103375285661,desgaste_rolamento,BPFI_03,-2697,-1089,5325,-3522,28584,30265,-1981,21376,-19254
983,0.03841009625285661,desgaste_rolamento,BPFI_03,3053,-973,2742,-1234,28584,30265,-2593,20925,-17976
984,0.03844915875285661,desgaste_rolamento,BPFI_03,5178,-712,347,-5792,28584,30265,-2654,20214,-17200
985,0.03848822125285661,desgaste_rolamento,BPFI_03,2725,1749,-4570,-3134,28584,30265,-1172,19119,-17624
986,0.038527283752856606,desgaste_rolamento,BPFI_03,3450,1762,-8313,6001,28584,30265,-411,19600,-19127
987,0.03856634625285661,desgaste_rolamento,BPFI_03,3160,-1260,-5710,3762,28584,30265,-1157,20683,-19382
988,0.03860540875285661,desgaste_rolamento,BPFI_03,-415,-414,-5363,1075,28584,30265,-2397,21767,-19155
989,0.03864447125285661,desgaste_rolamento,BPFI_03,-1952,432,-1452,-1828,28584,30265,-1825,21870,-19589
990,0.03868353375285661,desgaste_rolamento,BPFI_03,1737,-2072,2350,-4123,28584,30265,-288,20817,-20101
991,0.03872259625285661,desgaste_rolamento,BPFI_03,805,-1251,5445,87,28584,30265,377,19731,-20433
992,0.03876165875285661,desgaste_rolamento,BPFI_03,-2826,2205,7162,4582,28584,30265,-493,19527,-19056
993,0.03880072125285661,desgaste_rolamento,BPFI_03,-1012,525,6476,3065,28584,30265,48,18947,-18555
994,0.038839783752856606,desgaste_rolamento,BPFI_03,-371,325,2351,4292,28584,30265,1679,17882,-19278
995,0.03887884625285661,desgaste_rolamento,BPFI_03,-4030,2451,-514,993,28584,30265,2158,18839,-20863
996,0.03891790875285661,desgaste_rolamento,BPFI_03,-1661,1716,-2284,-3705,28584,30265,237,19887,-19783
997,0.03895697125285661,desgaste_rolamento,BPFI_03,1908,-470,-6121,3191,28584,30265,-359,20253,-19542
998,0.03899603375285661,desgaste_rolamento,BPFI_03,97,564,-8209,6306,28584,30265,1071,19620,-20456
999,0.03903509625285661,desgaste_rolamento,BPFI_03,-892,366,-5050,1840,28584,30265,2794,18565,-21061
